,Age,Finances,Gender,History,Internet usage,Loneliness,Mathematics,Movies,Music,Parents Advice,Pets,Siblings,Spiders,Techno,Village - town
465,17.0,4.0,female,5.0,less than an hour a day,1.0,2.0,5.0,5.0,Often,1.0,1.0,1.0,2.0,city
466,19.0,1.0,male,1.0,few hours a day,1.0,1.0,5.0,5.0,Sometimes,1.0,0.0,3.0,5.0,city
467,20.0,4.0,female,1.0,few hours a day,2.0,3.0,5.0,4.0,Often,1.0,1.0,5.0,2.0,village
468,18.0,3.0,female,3.0,few hours a day,2.0,4.0,3.0,5.0,Often,4.0,1.0,2.0,2.0,village
469,22.0,4.0,male,3.0,most of the day,4.0,3.0,5.0,5.0,Rarely,1.0,2.0,1.0,4.0,city
470,19.0,5.0,female,4.0,few hours a day,3.0,2.0,4.0,4.0,Often,2.0,1.0,1.0,1.0,village
471,20.0,1.0,male,3.0,few hours a day,1.0,3.0,5.0,5.0,Sometimes,1.0,1.0,3.0,2.0,city
472,25.0,3.0,male,2.0,few hours a day,5.0,5.0,3.0,3.0,Sometimes,2.0,1.0,1.0,1.0,village
473,29.0,5.0,male,5.0,less than an hour a day,5.0,2.0,5.0,5.0,Never,5.0,0.0,2.0,1.0,village
474,19.0,3.0,male,3.0,few hours a day,2.0,5.0,5.0,5.0,Often,5.0,1.0,3.0,5.0,village
475,18.0,1.0,female,4.0,few hours a day,3.0,3.0,4.0,5.0,Sometimes,5.0,4.0,1.0,1.0,city
476,20.0,3.0,female,3.0,few hours a day,3.0,1.0,5.0,5.0,Sometimes,5.0,2.0,2.0,1.0,city
477,18.0,3.0,female,2.0,most of the day,4.0,4.0,5.0,5.0,Often,4.0,3.0,2.0,1.0,city
478,30.0,3.0,male,2.0,most of the day,4.0,1.0,5.0,5.0,Rarely,4.0,3.0,2.0,3.0,city
479,20.0,3.0,female,2.0,few hours a day,2.0,1.0,5.0,5.0,Sometimes,5.0,1.0,3.0,2.0,city
480,21.0,3.0,female,3.0,few hours a day,3.0,3.0,5.0,5.0,Often,5.0,2.0,2.0,4.0,city
481,22.0,3.0,male,5.0,few hours a day,3.0,1.0,5.0,5.0,Often,1.0,1.0,1.0,5.0,city
482,22.0,4.0,male,4.0,few hours a day,1.0,4.0,5.0,3.0,Sometimes,5.0,2.0,2.0,1.0,city
483,20.0,1.0,female,3.0,few hours a day,5.0,4.0,5.0,5.0,Sometimes,3.0,1.0,4.0,1.0,city
484,20.0,2.0,female,4.0,few hours a day,3.0,4.0,5.0,5.0,Sometimes,1.0,1.0,5.0,2.0,city
485,19.0,3.0,female,1.0,few hours a day,5.0,1.0,5.0,5.0,Sometimes,1.0,1.0,5.0,1.0,city
486,28.0,2.0,female,4.0,few hours a day,2.0,3.0,5.0,3.0,Rarely,1.0,1.0,5.0,2.0,city
487,19.0,1.0,female,1.0,most of the day,1.0,1.0,5.0,5.0,Sometimes,1.0,3.0,3.0,1.0,village
488,22.0,2.0,male,5.0,few hours a day,3.0,3.0,5.0,5.0,Often,3.0,1.0,1.0,1.0,city
489,20.0,4.0,female,5.0,few hours a day,1.0,1.0,5.0,5.0,Sometimes,2.0,2.0,5.0,1.0,village
490,16.0,3.0,female,1.0,less than an hour a day,3.0,1.0,1.0,4.0,Often,1.0,1.0,5.0,4.0,city
491,19.0,3.0,female,2.0,less than an hour a day,3.0,2.0,5.0,5.0,Sometimes,2.0,1.0,5.0,1.0,city
492,20.0,2.0,female,5.0,few hours a day,5.0,3.0,5.0,5.0,Often,5.0,2.0,4.0,2.0,city
493,21.0,5.0,male,3.0,most of the day,2.0,2.0,5.0,5.0,Sometimes,5.0,1.0,2.0,2.0,city
494,19.0,3.0,female,2.0,few hours a day,3.0,4.0,5.0,5.0,Often,1.0,1.0,1.0,1.0,city
495,20.0,4.0,female,2.0,most of the day,3.0,2.0,5.0,5.0,Often,4.0,2.0,4.0,2.0,city
496,25.0,3.0,female,3.0,less than an hour a day,3.0,3.0,4.0,3.0,Sometimes,2.0,1.0,5.0,2.0,city
497,20.0,3.0,female,3.0,less than an hour a day,1.0,1.0,3.0,5.0,Rarely,1.0,1.0,1.0,1.0,city
498,19.0,2.0,female,4.0,few hours a day,3.0,1.0,5.0,5.0,Sometimes,5.0,3.0,1.0,1.0,village
499,22.0,5.0,male,3.0,most of the day,2.0,2.0,5.0,5.0,Sometimes,1.0,3.0,1.0,3.0,city
500,19.0,3.0,female,4.0,few hours a day,4.0,3.0,5.0,5.0,Often,5.0,2.0,2.0,4.0,city
501,21.0,5.0,female,3.0,few hours a day,4.0,4.0,4.0,5.0,Sometimes,1.0,1.0,5.0,2.0,city
502,22.0,2.0,male,2.0,most of the day,2.0,3.0,5.0,5.0,Often,1.0,6.0,3.0,3.0,village
503,28.0,5.0,female,4.0,few hours a day,3.0,5.0,5.0,5.0,Sometimes,3.0,1.0,4.0,5.0,city
504,21.0,2.0,female,3.0,few hours a day,1.0,5.0,5.0,5.0,Often,5.0,1.0,1.0,1.0,village
505,20.0,2.0,male,2.0,few hours a day,2.0,3.0,5.0,5.0,Sometimes,1.0,3.0,1.0,1.0,village
506,19.0,2.0,male,2.0,few hours a day,1.0,2.0,5.0,5.0,Often,4.0,1.0,2.0,2.0,city
507,21.0,3.0,female,3.0,few hours a day,4.0,2.0,4.0,5.0,Sometimes,3.0,1.0,5.0,1.0,village
508,20.0,4.0,male,3.0,few hours a day,2.0,1.0,5.0,5.0,Often,3.0,0.0,4.0,1.0,village
509,16.0,4.0,female,5.0,few hours a day,1.0,1.0,4.0,4.0,Always,4.0,1.0,1.0,4.0,village
510,22.0,3.0,male,3.0,less than an hour a day,2.0,3.0,4.0,5.0,Sometimes,5.0,1.0,1.0,2.0,village
511,19.0,4.0,male,2.0,few hours a day,3.0,4.0,5.0,5.0,Often,4.0,2.0,2.0,1.0,city
512,22.0,5.0,female,1.0,few hours a day,1.0,1.0,4.0,5.0,Often,1.0,1.0,5.0,4.0,village
513,20.0,4.0,male,2.0,most of the day,3.0,5.0,4.0,5.0,Sometimes,4.0,0.0,1.0,3.0,village
514,22.0,4.0,male,3.0,few hours a day,3.0,1.0,5.0,5.0,Sometimes,2.0,0.0,4.0,1.0,city
515,19.0,5.0,male,3.0,most of the day,3.0,4.0,5.0,5.0,Rarely,1.0,1.0,2.0,1.0,city
516,22.0,3.0,male,5.0,few hours a day,3.0,1.0,5.0,5.0,Always,5.0,2.0,5.0,4.0,city
517,17.0,3.0,female,4.0,few hours a day,1.0,2.0,5.0,5.0,Often,2.0,1.0,1.0,4.0,village
518,18.0,4.0,female,3.0,less than an hour a day,4.0,1.0,4.0,5.0,Often,5.0,1.0,2.0,4.0,city
519,19.0,1.0,male,4.0,few hours a day,2.0,2.0,4.0,5.0,Sometimes,2.0,1.0,1.0,4.0,city
520,23.0,3.0,female,4.0,less than an hour a day,3.0,3.0,5.0,5.0,Sometimes,3.0,1.0,5.0,2.0,city
521,20.0,1.0,female,3.0,few hours a day,4.0,1.0,5.0,5.0,Sometimes,4.0,0.0,1.0,3.0,city
522,18.0,3.0,female,2.0,few hours a day,1.0,1.0,5.0,5.0,Sometimes,5.0,2.0,2.0,4.0,city
523,19.0,1.0,male,2.0,few hours a day,3.0,,5.0,5.0,Sometimes,4.0,3.0,1.0,3.0,village
524,19.0,4.0,female,3.0,less than an hour a day,3.0,3.0,5.0,5.0,Often,5.0,4.0,2.0,1.0,city
525,28.0,3.0,female,3.0,few hours a day,4.0,3.0,4.0,3.0,Sometimes,4.0,2.0,1.0,1.0,village
526,21.0,4.0,male,4.0,few hours a day,2.0,5.0,5.0,5.0,Often,5.0,1.0,1.0,1.0,village
527,23.0,4.0,female,2.0,few hours a day,1.0,5.0,4.0,4.0,Sometimes,5.0,1.0,3.0,2.0,city
528,20.0,3.0,male,2.0,most of the day,4.0,5.0,5.0,5.0,Sometimes,1.0,2.0,1.0,3.0,city
529,20.0,3.0,male,5.0,few hours a day,3.0,1.0,4.0,5.0,Sometimes,3.0,1.0,1.0,1.0,city
530,28.0,4.0,female,5.0,most of the day,3.0,3.0,4.0,5.0,Rarely,2.0,2.0,3.0,1.0,city
531,22.0,3.0,male,5.0,few hours a day,4.0,3.0,5.0,5.0,Never,1.0,1.0,2.0,1.0,village
532,19.0,2.0,female,5.0,few hours a day,2.0,1.0,5.0,5.0,Often,1.0,0.0,2.0,4.0,city
533,21.0,3.0,male,3.0,few hours a day,4.0,3.0,5.0,5.0,Sometimes,1.0,3.0,1.0,3.0,city
534,21.0,3.0,female,3.0,few hours a day,4.0,1.0,5.0,5.0,Sometimes,5.0,1.0,5.0,2.0,city
535,17.0,1.0,male,3.0,few hours a day,3.0,3.0,5.0,5.0,Sometimes,5.0,2.0,1.0,4.0,village
536,19.0,1.0,female,3.0,few hours a day,1.0,1.0,5.0,5.0,Sometimes,5.0,1.0,5.0,5.0,city
537,25.0,3.0,male,4.0,few hours a day,2.0,2.0,5.0,5.0,Sometimes,1.0,3.0,2.0,2.0,city
538,20.0,4.0,female,4.0,few hours a day,1.0,1.0,5.0,5.0,Sometimes,5.0,1.0,5.0,3.0,village
539,26.0,1.0,male,5.0,most of the day,5.0,1.0,5.0,5.0,Sometimes,1.0,2.0,4.0,1.0,city
540,21.0,3.0,male,3.0,few hours a day,3.0,3.0,5.0,5.0,Sometimes,5.0,0.0,3.0,3.0,city
541,20.0,2.0,female,2.0,few hours a day,1.0,1.0,5.0,5.0,Often,3.0,2.0,3.0,1.0,city
542,29.0,2.0,,4.0,most of the day,3.0,2.0,5.0,5.0,Sometimes,2.0,1.0,4.0,2.0,city
543,25.0,3.0,male,3.0,most of the day,3.0,2.0,5.0,5.0,Often,2.0,1.0,4.0,4.0,city
544,21.0,1.0,male,3.0,few hours a day,5.0,1.0,5.0,5.0,Often,5.0,2.0,1.0,1.0,city
545,20.0,3.0,male,3.0,most of the day,4.0,1.0,5.0,5.0,Always,1.0,3.0,3.0,3.0,village
546,27.0,4.0,male,3.0,few hours a day,3.0,4.0,5.0,5.0,Often,2.0,3.0,1.0,1.0,village
547,21.0,3.0,male,5.0,few hours a day,1.0,1.0,5.0,5.0,Often,4.0,2.0,1.0,1.0,village
548,20.0,4.0,female,2.0,less than an hour a day,1.0,1.0,4.0,4.0,Often,3.0,1.0,1.0,1.0,city
549,,3.0,female,2.0,less than an hour a day,3.0,1.0,4.0,5.0,Sometimes,2.0,1.0,2.0,4.0,village
550,17.0,1.0,female,3.0,few hours a day,5.0,3.0,5.0,5.0,Sometimes,5.0,3.0,5.0,1.0,village
551,16.0,2.0,female,4.0,less than an hour a day,2.0,3.0,3.0,5.0,Often,1.0,,5.0,1.0,village
552,19.0,3.0,female,4.0,few hours a day,3.0,3.0,5.0,5.0,Rarely,5.0,3.0,5.0,2.0,city
553,18.0,2.0,female,2.0,few hours a day,3.0,3.0,4.0,3.0,Sometimes,5.0,1.0,5.0,3.0,village
554,19.0,3.0,male,2.0,few hours a day,3.0,5.0,4.0,4.0,Sometimes,3.0,0.0,2.0,3.0,village
555,21.0,1.0,female,1.0,few hours a day,4.0,1.0,4.0,5.0,Rarely,3.0,1.0,1.0,2.0,village
556,16.0,3.0,female,2.0,few hours a day,2.0,1.0,5.0,5.0,Often,2.0,0.0,5.0,2.0,city
557,20.0,4.0,female,5.0,few hours a day,3.0,1.0,5.0,5.0,Often,5.0,2.0,5.0,1.0,city
558,19.0,2.0,female,3.0,few hours a day,2.0,2.0,3.0,,Often,4.0,2.0,5.0,2.0,city
559,20.0,3.0,female,1.0,most of the day,5.0,1.0,5.0,5.0,Sometimes,2.0,1.0,1.0,1.0,village
560,16.0,4.0,female,1.0,less than an hour a day,4.0,1.0,3.0,5.0,Often,5.0,2.0,1.0,2.0,village
561,20.0,5.0,male,4.0,less than an hour a day,3.0,2.0,4.0,5.0,Often,3.0,1.0,2.0,4.0,city
562,18.0,3.0,male,3.0,less than an hour a day,3.0,1.0,5.0,5.0,Sometimes,3.0,0.0,1.0,1.0,village
563,20.0,1.0,male,5.0,few hours a day,1.0,1.0,5.0,5.0,Often,4.0,1.0,4.0,2.0,village
564,20.0,4.0,male,3.0,less than an hour a day,2.0,2.0,5.0,5.0,Often,3.0,2.0,5.0,2.0,village
565,16.0,3.0,female,1.0,few hours a day,5.0,2.0,5.0,5.0,Sometimes,2.0,2.0,5.0,3.0,city
566,19.0,3.0,female,4.0,less than an hour a day,3.0,3.0,5.0,5.0,Often,4.0,1.0,3.0,2.0,village
567,19.0,2.0,male,1.0,few hours a day,3.0,3.0,4.0,5.0,Rarely,2.0,1.0,1.0,2.0,city
568,23.0,3.0,female,1.0,most of the day,4.0,1.0,5.0,5.0,Often,1.0,1.0,3.0,3.0,city
569,20.0,3.0,female,4.0,few hours a day,3.0,3.0,5.0,5.0,Sometimes,5.0,1.0,2.0,2.0,city
570,23.0,3.0,male,4.0,few hours a day,3.0,1.0,5.0,5.0,Sometimes,3.0,4.0,1.0,1.0,village
571,19.0,5.0,male,1.0,few hours a day,4.0,4.0,4.0,3.0,Always,4.0,2.0,3.0,4.0,village
572,22.0,5.0,female,2.0,few hours a day,2.0,3.0,4.0,5.0,Often,5.0,3.0,2.0,1.0,city
573,17.0,1.0,male,3.0,most of the day,1.0,1.0,5.0,4.0,Sometimes,4.0,3.0,5.0,4.0,city
574,20.0,3.0,female,3.0,less than an hour a day,3.0,1.0,5.0,5.0,Sometimes,4.0,1.0,1.0,5.0,village
575,21.0,4.0,female,2.0,less than an hour a day,4.0,2.0,4.0,5.0,Rarely,4.0,1.0,2.0,2.0,city
576,21.0,1.0,male,3.0,few hours a day,2.0,3.0,5.0,5.0,Sometimes,4.0,3.0,4.0,3.0,city
577,19.0,3.0,female,3.0,few hours a day,2.0,4.0,5.0,5.0,Rarely,5.0,1.0,5.0,2.0,city
578,20.0,3.0,female,2.0,few hours a day,3.0,1.0,5.0,5.0,Often,5.0,0.0,4.0,1.0,village
579,19.0,1.0,male,5.0,most of the day,4.0,5.0,5.0,5.0,Sometimes,2.0,0.0,2.0,5.0,city
580,21.0,5.0,male,3.0,few hours a day,1.0,2.0,5.0,5.0,Sometimes,,0.0,1.0,3.0,city
581,22.0,4.0,female,1.0,few hours a day,3.0,3.0,4.0,5.0,Often,5.0,1.0,5.0,5.0,city
582,22.0,5.0,male,5.0,few hours a day,3.0,3.0,5.0,3.0,Rarely,1.0,3.0,4.0,4.0,city
583,22.0,3.0,male,5.0,most of the day,3.0,2.0,5.0,5.0,Often,4.0,1.0,1.0,1.0,city
584,28.0,2.0,female,3.0,most of the day,4.0,2.0,4.0,5.0,Often,5.0,1.0,3.0,4.0,city
585,21.0,3.0,male,2.0,less than an hour a day,3.0,1.0,4.0,5.0,Often,3.0,1.0,3.0,4.0,city
586,21.0,2.0,male,4.0,few hours a day,,1.0,5.0,5.0,Sometimes,4.0,2.0,3.0,5.0,village
587,17.0,2.0,female,4.0,few hours a day,4.0,1.0,4.0,5.0,Rarely,5.0,3.0,3.0,2.0,city
588,21.0,2.0,female,3.0,less than an hour a day,2.0,1.0,5.0,5.0,Sometimes,3.0,1.0,5.0,1.0,city
589,17.0,1.0,female,5.0,few hours a day,3.0,1.0,5.0,5.0,Often,4.0,1.0,5.0,2.0,village
590,28.0,2.0,male,4.0,few hours a day,3.0,5.0,5.0,5.0,Often,4.0,1.0,1.0,1.0,city
591,20.0,4.0,female,3.0,few hours a day,1.0,1.0,3.0,4.0,Sometimes,3.0,1.0,1.0,1.0,city
592,19.0,3.0,female,3.0,few hours a day,3.0,1.0,4.0,5.0,Often,5.0,0.0,1.0,4.0,city
593,21.0,4.0,female,2.0,less than an hour a day,2.0,1.0,4.0,5.0,Sometimes,5.0,1.0,2.0,1.0,city
594,23.0,2.0,male,5.0,few hours a day,5.0,2.0,4.0,5.0,Never,1.0,1.0,1.0,1.0,city
595,17.0,1.0,male,4.0,most of the day,5.0,1.0,5.0,5.0,Rarely,5.0,1.0,1.0,1.0,village
596,20.0,4.0,male,2.0,few hours a day,5.0,1.0,3.0,5.0,Sometimes,4.0,0.0,1.0,5.0,city
597,19.0,3.0,male,2.0,less than an hour a day,2.0,2.0,5.0,5.0,Often,2.0,1.0,1.0,3.0,city
598,19.0,5.0,male,3.0,few hours a day,4.0,2.0,5.0,4.0,Sometimes,5.0,1.0,4.0,3.0,city
599,19.0,2.0,male,4.0,few hours a day,2.0,4.0,5.0,5.0,Often,2.0,1.0,2.0,3.0,city
600,18.0,3.0,female,2.0,most of the day,4.0,1.0,5.0,5.0,Sometimes,5.0,0.0,5.0,4.0,city
601,19.0,3.0,female,3.0,few hours a day,3.0,2.0,5.0,5.0,Sometimes,5.0,1.0,3.0,1.0,village
602,22.0,5.0,male,4.0,few hours a day,2.0,2.0,5.0,4.0,Sometimes,3.0,1.0,3.0,3.0,village
603,21.0,3.0,female,3.0,few hours a day,3.0,2.0,,5.0,Often,3.0,1.0,3.0,4.0,city
604,21.0,3.0,female,5.0,few hours a day,5.0,1.0,5.0,5.0,Sometimes,5.0,1.0,5.0,1.0,city
605,21.0,3.0,male,3.0,less than an hour a day,1.0,2.0,5.0,5.0,Often,5.0,1.0,5.0,1.0,village
606,22.0,4.0,male,2.0,few hours a day,4.0,2.0,5.0,4.0,Often,4.0,1.0,1.0,1.0,village
607,19.0,3.0,female,4.0,less than an hour a day,2.0,1.0,4.0,3.0,Always,5.0,1.0,2.0,1.0,city
608,25.0,3.0,male,5.0,few hours a day,1.0,5.0,5.0,3.0,Rarely,4.0,1.0,2.0,1.0,city
609,18.0,4.0,male,5.0,few hours a day,3.0,5.0,3.0,4.0,Often,3.0,2.0,1.0,4.0,city
610,20.0,3.0,male,2.0,few hours a day,3.0,2.0,4.0,5.0,Rarely,1.0,1.0,5.0,3.0,city
611,18.0,2.0,female,3.0,most of the day,3.0,3.0,5.0,5.0,Sometimes,5.0,0.0,4.0,3.0,city
612,23.0,3.0,male,4.0,most of the day,1.0,3.0,3.0,5.0,Often,2.0,2.0,3.0,5.0,village
613,18.0,2.0,female,4.0,most of the day,4.0,1.0,5.0,5.0,Often,5.0,1.0,5.0,3.0,city
614,22.0,5.0,female,3.0,few hours a day,3.0,1.0,5.0,5.0,Rarely,5.0,1.0,1.0,5.0,village
615,20.0,1.0,male,2.0,few hours a day,3.0,2.0,5.0,5.0,Often,2.0,0.0,1.0,3.0,city
616,19.0,3.0,male,4.0,few hours a day,1.0,3.0,5.0,3.0,Never,4.0,1.0,1.0,4.0,city
617,19.0,3.0,female,3.0,most of the day,3.0,1.0,4.0,5.0,Always,1.0,1.0,1.0,1.0,city
618,23.0,3.0,female,5.0,most of the day,5.0,1.0,5.0,5.0,Often,1.0,0.0,3.0,1.0,city
619,27.0,2.0,male,3.0,few hours a day,2.0,5.0,5.0,5.0,Sometimes,1.0,4.0,3.0,2.0,city
620,20.0,1.0,male,4.0,most of the day,4.0,1.0,5.0,5.0,Rarely,2.0,2.0,3.0,2.0,city
621,20.0,3.0,,1.0,most of the day,5.0,1.0,5.0,4.0,Often,3.0,3.0,5.0,5.0,city
622,18.0,3.0,female,2.0,few hours a day,2.0,1.0,5.0,5.0,Often,5.0,1.0,2.0,4.0,city
623,21.0,1.0,male,5.0,few hours a day,4.0,1.0,5.0,5.0,Sometimes,3.0,3.0,1.0,1.0,city
624,21.0,1.0,female,3.0,few hours a day,2.0,1.0,5.0,5.0,Rarely,2.0,1.0,5.0,1.0,city
625,19.0,4.0,female,2.0,few hours a day,1.0,3.0,5.0,5.0,Sometimes,5.0,1.0,5.0,2.0,city
626,22.0,4.0,female,2.0,less than an hour a day,3.0,2.0,5.0,5.0,Sometimes,4.0,0.0,2.0,4.0,village
627,20.0,5.0,female,3.0,less than an hour a day,3.0,3.0,5.0,5.0,Sometimes,1.0,1.0,3.0,2.0,city
628,19.0,3.0,male,2.0,few hours a day,4.0,4.0,5.0,4.0,Often,4.0,0.0,1.0,2.0,city
629,20.0,1.0,female,2.0,few hours a day,3.0,1.0,5.0,5.0,Often,5.0,0.0,3.0,3.0,city
630,19.0,3.0,female,3.0,few hours a day,3.0,3.0,4.0,5.0,Sometimes,1.0,1.0,5.0,5.0,city
631,18.0,2.0,female,3.0,few hours a day,2.0,4.0,5.0,5.0,Sometimes,5.0,1.0,4.0,3.0,village
632,17.0,2.0,male,4.0,few hours a day,3.0,3.0,4.0,5.0,Often,4.0,1.0,1.0,4.0,village
633,21.0,2.0,male,1.0,less than an hour a day,1.0,1.0,5.0,5.0,Sometimes,3.0,2.0,1.0,1.0,city
634,19.0,3.0,female,3.0,few hours a day,2.0,2.0,4.0,5.0,Often,2.0,1.0,4.0,2.0,village
635,25.0,3.0,female,4.0,less than an hour a day,3.0,1.0,4.0,4.0,Often,2.0,1.0,3.0,1.0,city
636,24.0,1.0,male,5.0,few hours a day,1.0,1.0,5.0,5.0,Often,4.0,2.0,3.0,3.0,village
637,29.0,2.0,male,4.0,less than an hour a day,2.0,5.0,,5.0,Sometimes,5.0,1.0,1.0,2.0,village
638,21.0,2.0,female,4.0,few hours a day,3.0,1.0,4.0,5.0,Sometimes,5.0,1.0,3.0,1.0,city
639,18.0,3.0,male,2.0,few hours a day,5.0,3.0,5.0,5.0,Sometimes,1.0,1.0,3.0,1.0,city
640,21.0,2.0,female,4.0,few hours a day,3.0,3.0,5.0,5.0,Always,4.0,3.0,5.0,1.0,city
641,17.0,4.0,male,2.0,most of the day,4.0,2.0,5.0,5.0,Sometimes,3.0,2.0,2.0,3.0,city
642,22.0,4.0,male,3.0,most of the day,5.0,4.0,4.0,4.0,Often,5.0,0.0,1.0,3.0,city
643,18.0,4.0,female,4.0,few hours a day,2.0,2.0,5.0,5.0,Often,5.0,2.0,2.0,2.0,village
644,18.0,4.0,female,3.0,few hours a day,2.0,4.0,5.0,4.0,Always,5.0,3.0,4.0,1.0,village
645,23.0,4.0,male,5.0,few hours a day,3.0,3.0,4.0,5.0,Often,5.0,1.0,1.0,5.0,village
646,22.0,3.0,male,2.0,few hours a day,1.0,1.0,5.0,4.0,Sometimes,1.0,1.0,2.0,2.0,city
647,21.0,3.0,female,5.0,most of the day,3.0,1.0,5.0,5.0,Sometimes,5.0,0.0,3.0,1.0,village
648,23.0,3.0,female,2.0,few hours a day,2.0,2.0,5.0,5.0,Sometimes,2.0,3.0,4.0,2.0,city
649,17.0,2.0,female,3.0,few hours a day,4.0,1.0,5.0,5.0,Sometimes,5.0,1.0,5.0,2.0,city
650,20.0,3.0,male,3.0,few hours a day,4.0,4.0,5.0,5.0,Rarely,5.0,1.0,2.0,3.0,city
651,22.0,5.0,male,5.0,few hours a day,2.0,1.0,5.0,5.0,Sometimes,2.0,1.0,1.0,4.0,city
652,21.0,4.0,male,3.0,few hours a day,5.0,4.0,5.0,4.0,Often,1.0,0.0,4.0,1.0,city
653,22.0,5.0,female,3.0,few hours a day,3.0,1.0,5.0,5.0,Often,5.0,0.0,2.0,1.0,village
654,24.0,4.0,male,4.0,few hours a day,3.0,3.0,4.0,4.0,Sometimes,4.0,2.0,4.0,3.0,village
655,19.0,3.0,female,1.0,few hours a day,4.0,3.0,5.0,5.0,Often,1.0,1.0,4.0,4.0,village
657,24.0,3.0,female,1.0,most of the day,3.0,1.0,5.0,5.0,Sometimes,3.0,1.0,4.0,1.0,city
658,22.0,4.0,male,1.0,few hours a day,1.0,5.0,5.0,5.0,Sometimes,4.0,3.0,1.0,4.0,city
659,20.0,4.0,male,2.0,few hours a day,5.0,3.0,2.0,5.0,Sometimes,2.0,1.0,1.0,1.0,village
660,20.0,5.0,female,5.0,less than an hour a day,5.0,2.0,5.0,5.0,Often,1.0,1.0,2.0,1.0,city
661,19.0,2.0,female,4.0,few hours a day,2.0,2.0,3.0,5.0,Sometimes,4.0,1.0,2.0,2.0,city
662,21.0,4.0,female,3.0,few hours a day,2.0,4.0,4.0,5.0,Rarely,5.0,1.0,4.0,2.0,city
663,25.0,3.0,male,4.0,no time at all,3.0,3.0,4.0,5.0,Sometimes,1.0,1.0,2.0,2.0,city
664,28.0,4.0,female,3.0,few hours a day,2.0,1.0,5.0,5.0,Often,2.0,1.0,2.0,1.0,village
665,20.0,3.0,female,4.0,few hours a day,3.0,1.0,5.0,5.0,Sometimes,5.0,1.0,3.0,4.0,city
666,20.0,2.0,female,3.0,few hours a day,5.0,1.0,4.0,5.0,Sometimes,5.0,2.0,2.0,1.0,city
667,23.0,4.0,male,5.0,few hours a day,2.0,2.0,3.0,5.0,Sometimes,4.0,1.0,2.0,1.0,city
668,27.0,3.0,male,2.0,few hours a day,4.0,4.0,4.0,5.0,Rarely,2.0,1.0,2.0,1.0,city
669,21.0,4.0,male,4.0,few hours a day,3.0,2.0,4.0,4.0,Sometimes,3.0,1.0,2.0,4.0,village
670,23.0,3.0,female,3.0,few hours a day,3.0,2.0,3.0,5.0,Sometimes,4.0,1.0,1.0,2.0,city
671,22.0,3.0,female,3.0,few hours a day,3.0,3.0,4.0,5.0,Often,5.0,2.0,2.0,4.0,city
672,28.0,4.0,female,3.0,few hours a day,3.0,1.0,4.0,3.0,Sometimes,5.0,1.0,5.0,1.0,city
673,22.0,4.0,female,3.0,less than an hour a day,4.0,1.0,4.0,4.0,Sometimes,5.0,2.0,4.0,1.0,city
674,18.0,3.0,male,1.0,less than an hour a day,2.0,3.0,4.0,5.0,Often,3.0,1.0,1.0,1.0,city
675,25.0,3.0,female,3.0,most of the day,3.0,2.0,5.0,5.0,Often,2.0,1.0,4.0,3.0,city
676,20.0,3.0,female,3.0,few hours a day,2.0,1.0,5.0,5.0,Sometimes,3.0,2.0,3.0,2.0,city
677,28.0,2.0,female,5.0,few hours a day,1.0,4.0,5.0,4.0,Sometimes,5.0,1.0,1.0,1.0,city
678,23.0,3.0,female,5.0,few hours a day,4.0,2.0,3.0,5.0,Often,5.0,1.0,3.0,1.0,city
679,21.0,4.0,female,3.0,few hours a day,3.0,1.0,5.0,5.0,Often,5.0,0.0,1.0,3.0,city
680,25.0,3.0,female,4.0,few hours a day,3.0,3.0,5.0,5.0,Sometimes,5.0,1.0,5.0,5.0,city
681,28.0,3.0,female,3.0,few hours a day,3.0,2.0,4.0,5.0,Sometimes,3.0,1.0,5.0,4.0,city
682,19.0,1.0,male,3.0,few hours a day,3.0,4.0,5.0,4.0,Sometimes,5.0,4.0,2.0,5.0,village
683,30.0,3.0,female,4.0,less than an hour a day,3.0,1.0,5.0,5.0,Often,5.0,1.0,,1.0,village
684,28.0,2.0,female,2.0,few hours a day,2.0,3.0,5.0,5.0,Sometimes,3.0,1.0,3.0,1.0,village
685,19.0,3.0,female,3.0,few hours a day,4.0,2.0,5.0,5.0,Often,5.0,0.0,4.0,3.0,village
686,21.0,3.0,male,3.0,less than an hour a day,3.0,3.0,3.0,2.0,Sometimes,3.0,1.0,3.0,3.0,city
687,19.0,3.0,male,3.0,few hours a day,3.0,1.0,5.0,5.0,Always,2.0,1.0,5.0,1.0,city
688,18.0,4.0,female,3.0,few hours a day,4.0,3.0,5.0,5.0,Often,1.0,2.0,5.0,1.0,city
689,18.0,4.0,male,5.0,few hours a day,3.0,3.0,5.0,5.0,Sometimes,5.0,1.0,1.0,3.0,city
690,18.0,3.0,male,4.0,few hours a day,3.0,3.0,5.0,5.0,Sometimes,2.0,1.0,4.0,3.0,city
691,17.0,2.0,female,3.0,less than an hour a day,4.0,1.0,5.0,5.0,Sometimes,3.0,0.0,5.0,2.0,city
692,21.0,3.0,male,5.0,few hours a day,1.0,3.0,5.0,5.0,Sometimes,3.0,1.0,1.0,2.0,city
693,18.0,3.0,female,2.0,few hours a day,5.0,1.0,4.0,5.0,Sometimes,3.0,1.0,2.0,4.0,village
694,21.0,3.0,male,5.0,few hours a day,5.0,5.0,5.0,5.0,Sometimes,1.0,4.0,3.0,4.0,city
